1691009262.434560759: Position, 1.07087, 0.0353129, 1.17144
 Orientation: 0.0678109, 0.00258636, 0.1176, -0.99074
1691009262.444577392: Position, 1.06133, 0.0321308, 1.16917
 Orientation: 0.067682, 4.28628e-05, 0.133999, -0.988668
1691009262.454524730: Position, 1.0522, 0.0311915, 1.16792
 Orientation: 0.0738491, 0.000187903, 0.137414, -0.987757
1691009262.454598655: Position, 1.04289, 0.0337027, 1.16762
 Orientation: 0.0667382, 0.0109122, 0.121433, -0.990293
1691009262.464563017: Position, 1.03331, 0.0300382, 1.16492
 Orientation: 0.0675621, 0.0068437, 0.138159, -0.988079
1691009262.474488458: Position, 1.02473, 0.0320715, 1.16504
 Orientation: 0.0594435, 0.013463, 0.123258, -0.990501
1691009262.484552193: Position, 1.01575, 0.0283422, 1.16257
 Orientation: 0.0583965, 0.00969437, 0.137889, -0.988677
1691009262.494518309: Position, 1.00695, 0.0267251, 1.1622
 Orientation: 0.0383795, 0.00307198, 0.138333, -0.989637
1691009262.504528864: Position, 0.999112, 0.0252081, 1.1616
 Orientation: -0.000251241, -0.00230919, 0.135308, -0.990801
1691009262.504579609: Position, 0.9897, 0.0243558, 1.16202
 Orientation: -0.0518188, -0.0146637, 0.129076, -0.990171
1691009262.514547510: Position, 0.981941, 0.0248658, 1.15891
 Orientation: 0.00938899, -0.000406427, 0.138502, -0.990318
1691009262.524557587: Position, 0.972928, 0.0255286, 1.15624
 Orientation: 0.0591841, 0.0124389, 0.140737, -0.988198
1691009262.544588999: Position, 0.956805, 0.0238391, 1.15569
 Orientation: -0.00192299, -0.000200014, 0.136474, -0.990642
1691009262.554568587: Position, 0.947079, 0.0230982, 1.15565
 Orientation: -0.00433988, -0.00614934, 0.134732, -0.990853
1691009262.554619988: Position, 0.939603, 0.0228797, 1.15333
 Orientation: -0.00496638, 0.00279637, 0.139188, -0.99025
1691009262.564557425: Position, 0.931159, 0.0222062, 1.15275
 Orientation: -0.0257721, -0.00137068, 0.134883, -0.990525
1691009262.574538504: Position, 0.922965, 0.0235485, 1.14844
 Orientation: 0.0590474, 0.0220876, 0.139377, -0.988231
1691009262.584557559: Position, 0.914545, 0.0266275, 1.14863
 Orientation: 0.0512806, 0.0317226, 0.125849, -0.990215
1691009262.594491493: Position, 0.904523, 0.0230461, 1.14703
 Orientation: 0.0689313, 0.0227723, 0.14605, -0.98661
1691009262.604570075: Position, 0.896825, 0.0205504, 1.14614
 Orientation: 0.0197111, 0.0156497, 0.135826, -0.990413
1691009262.604620230: Position, 0.889136, 0.0207233, 1.14408
 Orientation: 0.0126996, 0.0233858, 0.136523, -0.990279
1691009262.614581974: Position, 0.88094, 0.0216275, 1.14125
 Orientation: 0.0491412, 0.0336542, 0.141247, -0.988181
